================ Training Loss (Wed May 31 13:27:08 2023) ================
(epoch: 1, iters: 100, time: 0.199, data: 0.229) D_A: 0.170 G_A: 0.329 cycle_A: 1.626 idt_A: 1.639 D_B: 0.216 G_B: 0.326 cycle_B: 4.119 idt_B: 0.753 
(epoch: 1, iters: 200, time: 0.200, data: 0.001) D_A: 0.216 G_A: 0.303 cycle_A: 2.311 idt_A: 1.187 D_B: 0.368 G_B: 0.303 cycle_B: 2.504 idt_B: 1.194 
(epoch: 1, iters: 300, time: 0.199, data: 0.001) D_A: 0.141 G_A: 0.446 cycle_A: 4.562 idt_A: 1.243 D_B: 0.453 G_B: 0.962 cycle_B: 2.600 idt_B: 2.325 
(epoch: 1, iters: 400, time: 0.384, data: 0.001) D_A: 0.205 G_A: 0.728 cycle_A: 2.852 idt_A: 2.021 D_B: 0.111 G_B: 0.281 cycle_B: 3.963 idt_B: 1.089 
(epoch: 1, iters: 500, time: 0.200, data: 0.001) D_A: 0.252 G_A: 0.832 cycle_A: 1.739 idt_A: 0.707 D_B: 0.085 G_B: 0.620 cycle_B: 1.539 idt_B: 0.671 
(epoch: 1, iters: 600, time: 0.200, data: 0.001) D_A: 0.302 G_A: 0.155 cycle_A: 1.897 idt_A: 1.062 D_B: 0.204 G_B: 0.247 cycle_B: 2.250 idt_B: 0.756 
(epoch: 2, iters: 2, time: 0.200, data: 0.001) D_A: 0.200 G_A: 0.429 cycle_A: 0.948 idt_A: 0.727 D_B: 0.137 G_B: 0.369 cycle_B: 2.108 idt_B: 0.457 
(epoch: 2, iters: 102, time: 0.393, data: 0.003) D_A: 0.516 G_A: 0.569 cycle_A: 2.564 idt_A: 2.759 D_B: 0.187 G_B: 0.204 cycle_B: 5.575 idt_B: 1.289 
(epoch: 2, iters: 202, time: 0.200, data: 0.001) D_A: 0.191 G_A: 0.368 cycle_A: 1.022 idt_A: 0.816 D_B: 0.196 G_B: 0.457 cycle_B: 2.155 idt_B: 0.388 
(epoch: 2, iters: 302, time: 0.200, data: 0.001) D_A: 0.155 G_A: 0.439 cycle_A: 2.452 idt_A: 0.805 D_B: 0.304 G_B: 0.830 cycle_B: 1.551 idt_B: 1.279 
(epoch: 2, iters: 402, time: 0.200, data: 0.001) D_A: 0.297 G_A: 1.031 cycle_A: 1.735 idt_A: 0.926 D_B: 0.142 G_B: 0.432 cycle_B: 2.274 idt_B: 1.015 
(epoch: 2, iters: 502, time: 0.199, data: 0.001) D_A: 0.266 G_A: 0.733 cycle_A: 1.829 idt_A: 0.894 D_B: 0.285 G_B: 0.119 cycle_B: 1.543 idt_B: 1.263 
